item_id,developer,price
70,Valve,9.99
2400,Outerlight Ltd.,9.99
3800,GlyphX Games,9.99
1520,Introversion Software,9.99
2420,Outerlight Ltd.,9.99
4000,Facepunch Studios,9.99
2990,Bugbear Entertainment,9.99
6220,Bugbear Entertainment,7.49
6310,Funcom,9.99
7600,"Firaxis Games,Feral Interactive (Mac)",9.99
8000,"Crystal Dynamics,Feral Interactive (Mac)",8.99
6550,"CAPCOM Co., Ltd.",19.99
2280,id Software,4.99
9160,id Software,14.99
2300,id Software,4.99
2270,id Software,4.99
9010,Gray Matter Studios,4.99
2310,id Software,4.99
7670,"2K Boston,2K Australia",19.99
4570,Relic Entertainment,12.99
4580,Relic Entertainment,12.99
4760,The Creative Assembly,9.99
12130,Rockstar North,9.99
12150,Remedy Entertainment,9.99
7000,Crystal Dynamics,6.99
12140,Remedy Entertainment,9.99
17480,EA Los Angeles,19.99
12500,Infinite Interactive,9.99
9730,Desconocido,9.99
2700,"Frontier,Aspyr (Mac)",19.99
13250,"Epic Games, Inc.",9.99
13560,Ubisoft,9.99
13520,Crytek Studios,9.99
15200,Ubisoft Romania,9.99
15320,1C: Maddox Games,9.99
8310,Telltale Games,9.99
12590,BigAnt Studios,9.99
19500,"Luc Bernard,SilverSphereStudios",4.99
11260,Lesta Studio,7.99
12360,Bugbear Entertainment,19.99
15710,Oddworld Inhabitants,2.99
15700,Oddworld Inhabitants,2.99
7770,"MicroProse Software, Inc",4.99
7660,"MicroProse Software, Inc",4.99
7760,"MicroProse Software, Inc",4.99
20510,GSC Game World,9.99
17330,Crytek,19.99
17300,Crytek,19.99
7730,"MicroProse Software, Inc",4.99
20900,CD PROJEKT RED,9.99
16810,Firaxis Games,19.99
19830,"Red Storm Entertainment,Ubisoft Montreal",9.99
21000,Traveller's Tales,19.99
15390,Gearbox Software,9.99
3050,Techland,4.99
22000,2D BOY,9.99
2820,Egosoft,15.99
12200,Rockstar New England,14.99
19900,Ubisoft Montreal,9.99
11240,Meridian4,4.99
9480,Volition,9.99
17470,EA Redwood Shores,19.99
17410,DICE,19.99
18500,Hidden Path Entertainment,9.99
16450,Monolith,14.99
11340,Meridian4,4.99
25830,Black Sea Studios Ltd,9.99
22180,Frictional Games,9.99
13210,"Epic Games, Inc.",19.99
27020,Tale of Tales,4.99
24740,Criterion Games,19.99
11330,IonFX,4.99
1930,Reality Pump Studios,9.99
7510,Gaijin Entertainment,9.99
22200,ACE Team,9.99
25900,1C Company,6.99
7840,Sky Fallen,2.99
8880,Irrational Games,4.99
1280,Darklight Games,0.0
10150,Radical Entertainment,19.99
12470,Ascaron Entertainment ltd.,4.99
22330,Bethesda Game Studios,14.99
22320,Bethesda Game Studios,14.99
31860,HeR Interactive,6.99
31930,HeR Interactive,6.99
21660,Capcom,19.99
6060,Pandemic Studios,9.99
32360,LucasArts,9.99
10140,Wanako Games,9.99
10130,Saber Interactive,19.99
33520,"PopTop Software,BreakAway Games,Frog City Software",6.99
36000,Sakari Indie,4.99
32370,"BioWare,Aspyr (Mac)",9.99
29180,Hemisphere Games,9.99
38410,Black Isle Studios,9.99
38420,14° East,9.99
38440,Shiny Entertainment,9.99
37400,Size Five Games,4.99
13570,Ubisoft Montreal,9.99
11390,Desconocido,9.99
37600,"Vectorpark, Inc.",2.99
32770,NovaLogic,19.99
40700,Amanita Design,9.99
24840,EA Los Angeles,9.99
24870,Slightly Mad Studios,19.99
41500,Runic Games,14.99
24800,EA Los Angeles,19.99
40330,Animation Arts,9.99
41100,Konstantin Koshutin,4.99
41000,Croteam,14.99
17450,BioWare,19.99
10180,"Infinity Ward,Aspyr (Mac)",19.99
32440,"Traveller's Tales,Feral Interactive (Mac)",19.99
11450,"Triumph Studios,Virtual Programming",4.99
24790,EA Los Angeles,14.99
24810,EA Los Angeles,19.99
41800,Positech Games,14.99
45300,Gaijin Entertainment,9.99
35420,Defence Alliance Team,0.0
32430,"LucasArts,Aspyr Studios",19.99
22370,Bethesda Game Studios,19.99
38210,Spidermonk Entertainment,1.99
45700,Capcom,19.99
17570,Octoshark Studios,0.0
41050,Croteam,9.99
48700,TaleWorlds Entertainment,19.99
42120,Fatshark,9.99
12220,Rockstar North / Toronto,19.99
45730,Other Ocean Interactive,4.99
45400,Nemesys Games,0.99
49600,Cold Beam Games,9.99
43500,Realmforge Studios,9.99
40930,The Odd Gentlemen,4.99
49800,Muse Games,4.99
34010,Obsidian Entertainment,14.99
22610,Team17 Software Ltd.,9.99
630,Valve,0.0
24780,"EA - Maxis,Aspyr (Mac)",19.99
33670,"Akella,.dat",14.99
28000,IO Interactive,9.99
39680,Rune Forge,9.99
63900,Ino-Co,4.99
50130,"2K Czech,Feral Interactive (Mac)",29.99
50510,doublesix,9.99
48800,VStep,19.99
22600,Team17 Digital Ltd,19.99
46770,Muzzy Lane Software,14.99
42960,Paradox Development Studio,19.99
4850,GSC Game World,4.99
57640,Revolution Software Ltd,5.99
62100,Zoë Mode,4.99
70300,Terry Cavanagh,4.99
57300,Frictional Games,19.99
70400,EasyGameStation,19.99
70100,exosyphen studios,4.99
38600,Subsoap,9.99
8930,"Firaxis Games,Aspyr (Mac, Linux)",29.99
41060,Croteam,9.99
9940,Krome Studios,2.99
22650,Team17 Digital Ltd,9.99
50620,Vigil Games,19.99
42920,NeoCoreGames,9.99
47790,Electronic Arts,19.99
45750,"CAPCOM CO., LTD.",19.99
22380,Obsidian Entertainment,9.99
18040,Hothead Games,14.99
6120,Klei Entertainment,9.99
35460,Teotl Studios,9.99
32500,Aspyr Studios,19.99
62000,Firemint,4.99
63700,Gaijin Games,9.99
33980,Centauri Production,9.99
33950,Altar Games,4.99
42700,Treyarch,39.99
15750,Oddworld Inhabitants,9.99
31290,Telltale Games,19.99
12100,Rockstar Games,9.99
12120,Rockstar Games,14.99
12110,Rockstar Games,9.99
92300,Extend Studio,4.99
80000,BlueGiant Interactive,14.99
47780,Visceral Games,19.99
63200,Uber Entertainment,4.99
71165,SEGA,2.99
47890,The Sims Studio,19.99
42000,Trinoteam,4.99
7520,Reality Pump Studios,19.99
63710,Gaijin Games,9.99
55100,"Kaos Studios,Digital Extremes",19.99
39120,Trion Worlds,0.0
94000,Stout Games,3.99
92700,Black Lion Studios,9.99
91200,11 bit studios,9.99
73170,Martin Ivanov,9.99
70000,800 North and Digital Ranch,9.99
620,Valve,19.99
91600,Coffee Stain Studios,9.99
73020,1C:InoCo,19.99
98200,Mode 7,24.99
22450,inXile Entertainment,4.99
42140,Fatshark,9.99
39160,Obsidian Entertainment,14.99
57900,Gearbox Software,19.99
102700,Red Duck Inc.,0.0
9880,Cryptic Studios,0.0
99900,Grey Havens,0.0
49470,Stainless Games Ltd,19.99
97000,Murudai,9.99
21100,Day 1 Studios,19.99
99100,Bedlam Games,14.99
94590,Telltale Games,9.99
105700,Secret Base,0.99
72750,Obsidian Entertainment,4.99
61100,YeaBoing,4.99
65790,Bohemia Interactive,4.99
57690,Haemimont Games,14.99
38740,Two Tribes,6.99
107200,MinMax Games Ltd.,9.99
99910,Three Rings,0.0
55150,Relic,29.99
63940,1C Company,7.99
98400,Flying Wild Hog,14.99
22230,ACE Team,9.99
35450,Tripwire Interactive,19.99
33420,Desconocido,9.99
73210,Paradox Development Studio,9.99
111400,NGD Studios,4.99
48220,Blackhole,19.99
9420,Gas Powered Games,14.99
113200,Edmund McMillen and Florian Himsl,4.99
200230,1C-Avalon,4.99
9350,Gas Powered Games,14.99
45770,Capcom Vancouver,19.99
115100,Double Fine Productions,9.99
201480,"Vlambeer,Croteam",4.99
200910,Iridium Studios,4.99
24200,Daybreak Game Company,0.0
71340,Devil's Details,19.99
110800,"Team Bondi,Rockstar Leeds",19.99
61310,Cipher Prime Studios,6.99
46350,Unicorn Games Studio,3.99
202200,Stardock Entertainment,19.99
113400,Reloaded Productions,0.0
201510,Team 6 Studios,9.99
23530,"Vicious Cycle Software, Inc.",9.99
201310,Egosoft,9.99
35720,Frozenbyte,19.99
204030,Lionhead Studios,9.99
204340,Croteam,9.99
9900,Cryptic Studios,0.0
57740,"Coreplay GmbH,Bigmoon Studios",19.99
105800,Q-Games Ltd.,9.99
203210,Puppygames,9.99
203770,Paradox Development Studio,39.99
108710,Remedy Entertainment,9.99
10220,Trashmasters,11.99
200210,Wild Shadow Studios,0.0
55381,Volition,6.99
207490,"UBIart Montpellier,Feral Interactive (Mac)",19.99
206521,Grey Havens,5.99
108500,Strange Loop Games,19.99
206690,Cobra Mobile,4.99
115110,Double Fine Productions,9.99
207420,Tribute Games Inc.,2.99
207790,Trickstar Games,9.99
207250,3 Sprockets,3.99
204180,Eden Industries,1.99
102850,Trapdoor Inc.,9.99
206610,Reality Pump,9.99
202310,BUGBEAR,9.99
207430,David Williamson,6.99
40390,Piranha Bytes,9.99
203750,Devil's Details,14.99
209370,Love Conquers All Games,9.99
98300,Signal Studios,9.99
209100,Slant Six Games,29.99
108200,Days of Wonder,9.99
207350,Nihon Falcom,19.99
204100,Rockstar Studios,19.99
212500,"Standing Stone Games, LLC",0.0
209790,Cipher Prime Studios,9.99
207080,BlinkWorks Media,9.99
42170,Fatshark,14.99
213330,TT Games,19.99
212160,Nexon,0.0
203830,Daedalic Entertainment,19.99
206480,"Standing Stone Games, LLC",0.0
212630,"Ubisoft Paris,Red Storm Entertainment",19.99
200010,Airtight Games,8.99
17080,Hi-Rez Studios,0.0
205550,Sakari Indie &amp; GriN,6.99
207650,Misfits Attic,9.99
207400,Tennen-sozai,5.99
209270,Robot Entertainment,4.99
212010,Fishlabs Entertainment GmbH,7.99
730,Valve,14.99
208580,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",9.99
72000,Eyebrow Interactive,9.99
200260,"Rocksteady Studios,Feral Interactive (Mac)",19.99
206440,Freebird Games,9.99
214970,Aleksey Abramenko,9.99
61730,Capybara Games,6.99
205950,Blit Software,7.99
205650,Frogwares,19.99
65740,Bohemia Interactive,32.99
209670,Data Realms,19.99
205060,Gaijin Games,9.99
215510,Ratloop Asia,4.99
208200,id Software,19.99
205190,Ubisoft - San Francisco,29.99
219910,Daedalic Entertainment,19.99
218090,2x2 Games,19.99
215470,Lukewarm Media,7.99
219150,Dennaton Games,9.99
209080,Muse Games,4.99
223470,Running With Scissors,9.99
220740,Daedalic Entertainment,19.99
222140,Neko Entertainment,7.99
202970,Treyarch,59.99
223510,IonFx,14.99
212200,NEXON Korea Corp.,0.0
224900,Reality Pump,19.99
225640,Ascaron,14.99
211280,DnS Development,9.99
215710,Subatomic Studios LLC,9.99
209540,Born Ready Games Ltd.,19.99
221810,Double Fine Productions,14.99
228400,NAMCO,19.99
220440,Ninja Theory,29.99
231140,Focus Home Interactive,9.99
224820,Megadev,6.99
226740,"Radial Games Corp,Dejobaan Games, LLC",9.99
222660,24 Caret Games,9.99
220160,"Redlynx Ltd,Ubisoft  Shanghaï",19.99
232770,Running With Scissors,1.99
221040,Capcom,29.99
233470,Shiro Games,9.99
233550,"Eric Chahi,DotEmu",9.99
227220,Artifice Studio,0.0
228440,3 Sprockets,7.99
227080,Minority Media Inc.,14.99
233720,Bossa Studios,9.99
227480,Old School Games,9.99
232050,Snowbird Games,19.99
232750,Spiders,14.99
234710,Telltale Games,4.99
220660,Zero Sum Games,29.99
235780,Adam Foster,0.0
210770,Coffee Stain Studios,14.99
222730,Abbey Games,9.99
235070,Point Five Projects,4.99
222480,Capcom,29.99
228300,DONTNOD Entertainment,29.99
208812,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
236790,Actalogic,9.99
235360,Nival,9.99
231740,Behold Studios,9.99
218550,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
237110,"NetherRealm Studios,High Voltage Software",19.99
239800,Ian Campbell,4.99
207620,Desconocido,4.99
239660,Dragonfly,0.0
225360,Realmforge Studios,9.99
243360,Nadeo,19.99
225160,General Arcade,9.99
39140,Square Enix,11.99
235580,"Firaxis Games,Aspyr (Mac, Linux)",29.99
201420,Two Tribes,14.99
205080,Gaijin Games,9.99
237590,Old School Games,9.99
233370,KING Art,24.99
241320,Ludosity,9.99
234650,Harebrained Schemes,14.99
241410,Zen Studios,9.99
228960,17-BIT,9.99
214930,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",4.99
234080,MercurySteam - Climax Studios,29.99
217140,Interceptor Entertainment,14.99
210870,Pwnee Studios,9.99
223770,Eagle Dynamics SA,29.99
243950,Larian Studios,39.99
231040,Threaks,9.99
237630,WayForward,14.99
233840,Team17 Digital Ltd,24.99
244230,Gaijin Entertainment,29.99
242570,Full Control Studios,24.99
244870,Michael Todd Games,7.99
226720,Spark Unlimited,24.99
243780,"Double Eleven,Q-Games Ltd.",9.99
250110,Witch Beam,14.99
244710,Might and Delight,9.99
239820,Greenheart Games,9.99
111900,Zombie Studios,19.99
249630,Priority Interrupt,7.99
238320,Red Barrels,19.99
231310,Santa Ragione,14.99
227600,"SEGA Studios Australia,Feral Interactive (Mac)",14.99
226960,Zachtronics,14.99
244810,"Mediatonic,The Irregular Corporation",14.99
227310,SCS Software,9.99
248350,North of Earth,9.99
237740,FreakZone Games,4.99
249680,Zootfly,4.99
243450,Tate Multimedia,6.99
236450,"Mine Loader Software Co., Ltd.",9.99
249870,5th Cell Media,19.99
217920,CI Games,19.99
246255,"Mine Loader Software Co., Ltd.",1.99
251370,MagicalTimeBean,4.99
220260,Giants Software,19.99
244930,Poppermost Productions,0.0
221910,Galactic Cafe,14.99
247140,Studio Bean,7.99
250320,Telltale Games,24.99
248710,Desconocido,4.99
251310,Nocturnal works,14.99
250460,ClockStone,9.99
242820,Carlsen Games,4.99
245390,Cyberdreams,5.99
250500,sparsevector,2.99
238010,"Eidos Montreal,Feral Interactive (Mac)",19.99
238430,"Monochrome, Inc",9.99
252330,Blue Isle Studios,9.99
247298,Deep Silver Volition,2.99
251850,Wales Interactive,14.99
259170,"Eden Games,Hydravision Entertainment",9.99
246580,Modern Dream,19.99
247660,Rising Star Games,24.99
241540,Undead Labs,13.98
219830,Transhuman Design,9.99
260060,"Jackbox Games, Inc.",2.99
226620,QCF Design,14.99
256050,b-Alive,19.99
248820,"Hopoo Games, LLC",9.99
251990,Hanako Games,9.99
108600,The Indie Stone,14.99
243280,Arkedo,6.99
225340,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",29.99
252770,Desconocido,9.99
257750,2Play,9.99
260510,Desconocido,2.99
248630,Flyleap Studios Pty. Ltd.,14.99
242050,Ubisoft Montreal,19.99
252070,8888888 LABS,14.99
258950,PolyPusher Studios,4.99
253370,Axis Game Factory LLC,19.99
261700,Xtal Sword,4.99
263100,Space Budgie,0.99
252370,Desconocido,4.99
253770,TML Studios,9.99
259600,Storybird,6.99
252250,Simon Roth,24.99
262940,Revolution Software Ltd,24.99
253110,Harvester Games,9.99
259530,D-Pad Studio,1.99
259060,Illwinter Game Design,34.99
109600,Cryptic Studios,0.0
248170,Clickteam,99.99
235400,Nival,0.0
246840,WildTangent,7.99
257120,2DArray,9.99
259680,Netcore Games,6.99
267600,United Independent Entertainment GmbH,9.99
267610,United Independent Entertainment GmbH,9.99
264240,Interdimensional Games Inc,9.99
94400,Messhof,9.99
260210,Ubisoft Sofia,19.99
261820,Alan Edwardes,0.0
222880,New World Interactive,9.99
263560,Ultra Runaway Games,4.99
269210,"Elias Viglione,Jussi Kukkonen",5.99
262790,Avidly Wild Games,14.99
249570,Jason Rohrer,15.99
263320,Mighty Rabbit Studios,6.99
224480,Young Horses,14.99
237890,Idea Factory,14.99
269570,GTGD,14.99
263300,Arc System Works,9.99
265690,Limasse Five,14.99
250180,"SNK CORPORATION,DotEmu",7.99
242920,Shining Rock Software LLC,19.99
265890,Matthew Brown,2.99
271900,Matthew Brown,2.99
258760,SCS Software,9.99
269030,"Damian Sommer,Emily Carroll",9.99
265610,Matt Roszak,11.99
279160,Last Dimension,6.99
277590,Ubisoft Montreal,14.99
239250,MercurySteam,39.99
247000,Nomad Games,7.99
214550,Klei Entertainment,6.99
251470,Matt Thorson,14.99
266010,Thomas Bowker,2.99
265870,Sherman3D,9.99
258180,Square Enix,9.99
233150,Vlambeer,9.99
274980,Rob Howland,9.99
283880,Crystal Shard,2.99
279420,"World-Loom,Nitreal",9.99
218820,Tribute Games Inc.,19.99
266370,Bongfish GmbH,1.99
283370,Jarhead Games,9.99
289340,Nikita,4.99
288040,WZOGI,4.99
289600,Apeiron,9.99
240970,Opus,9.99
277430,"Vanguard Games,343 Industries",2.99
286500,Alawar,9.99
290280,Quantized Bit,1.99
283920,Humongous Entertainment,6.99
271570,BumpkinBrothers,9.99
284950,DL Softworks,6.99
283960,Humongous Entertainment,6.99
283940,Humongous Entertainment,6.99
260130,Idea Factory,19.99
263540,Mad Otter Games,0.0
282760,Digital Tentacle,4.99
291270,9heads Game Studios,1.99
286340,Farsky Interactive,4.99
283660,Somi,2.99
295770,Hippomancer,4.99
250640,souvenir circ.,7.99
281220,Abstraction Games,9.99
227780,"Croteam,Alligator Pit",9.99
295730,Windybeard,3.99
286100,Minor Key Games,0.0
273300,Red Barrels,8.99
225600,Puny Human,4.99
265630,Fistful of Frags Team,0.0
266490,"BitMonster, Inc.",14.99
269330,Bedtime Digital Games,4.99
293320,"Nova Dimension,Naga Entertainment",5.99
260160,Mimimi Productions,19.99
269790,Digital Happiness,14.99
238460,The Behemoth,14.99
244450,Digitalmindsoft,29.99
294670,Humongous Entertainment,6.99
294540,Humongous Entertainment,6.99
301190,Forever Entertainment S. A.,2.99
279520,Hypercane Studios,4.99
290990,Winter Wolves,14.99
248570,Nabi Studios,0.0
293860,Milkstone Studios,4.99
261110,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,19.99
245620,Haemimont Games,19.99
285050,Myrtilus Entertainment,5.99
293920,Winter Wolves,19.99
242760,Endnight Games Ltd,14.99
290770,Over The Moon,9.99
270510,Uppercut Games Pty Ltd,9.99
279260,Owl Cave,5.99
247730,Phosphor Games Studio,4.99
261530,Stage 2 Studios,19.99
301460,"Michael Todd Games,Yazar Media Group LLC",4.99
268750,SmashGames,9.99
286360,"10th Art Studio,Adventure Productions",6.99
270570,3f Interactive,0.99
256190,CI Games,29.99
262900,Heydeck Games,2.99
297490,Unfinished Pixel,4.99
280040,Lost Decade Games,9.99
223830,Goldhawk Interactive,24.99
307640,XGen Studios,19.99
297100,Silesia Games Sp. z o.o.,4.99
255260,Cyanide Studio,9.99
230230,Larian Studios,39.99
283230,MEGAFUZZ,2.99
291480,Crytek,0.0
241240,Game Dev Castle,7.99
293840,North of Earth,9.99
304500,HandMade Game,9.99
292180,Laminar Research,771.71
293900,Fixpoint Productions Ltd.,4.99
310070,Lucky Frame,4.99
255420,Stainless Games,9.99
302590,Subvert Games,0.0
268850,EVGA,0.0
304350,b-alive gmbh,6.99
307990,b-alive gmbh,0.99
313040,Lemondo Entertainment,2.99
291370,JumpCore Productions,14.99
248310,GalaxyTrail,14.99
302270,Nom Nom Games,19.99
307290,Tribe Studios,0.0
297512,Relic Entertainment,3.99
311480,Nerdook Productions,6.99
314230,Elliptic Games,14.99
251150,Nihon Falcom,19.99
312990,Free Lives,0.0
247950,Keen Games,14.99
293740,Spry Fox LLC,14.99
298520,Night Node,9.99
298480,Evil Twin Artworks,24.99
306620,88mm,9.99
263960,A Jolly Corpse,14.99
305920,ShaunJS,5.99
314020,"Dan  Walters,Ceri Williams",3.99
305980,Teyon,2.99
300040,GamePrix,0.0
319180,Idigicon,6.99
307340,Idigicon,6.99
257710,The Men Who Wear Many Hats,0.0
299260,Colossal Games,9.99
286690,4A Games,19.99
287390,4A Games,19.99
261760,Xaviant,39.99
312010,Social Loner Studios,1.99
250400,Eko Software,14.99
262750,Nine Dots Studio,19.99
321030,BS1 &amp; BSL Team,3.99
288470,Lionhead Studios,34.99
246940,Arkavi Studios,29.99
316720,VisualArts/Key,9.99
